runId,candidateSetHash,action,legacyId,managerName,fundName,field,before,after,confidence,evidenceUrls
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,sizeNativeAmount,null,"""2500000000""",HIGH,https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,sizeNativeCurrency,null,"""EUR""",HIGH,https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,sourceUrls,null,"[""https://www.antin-ip.com/who-we-are/strategies/mid-cap"",""https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf"",""https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf""]",HIGH,
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,strategies,null,"[""Value-Add""]",HIGH,https://www.antin-ip.com/who-we-are/strategies/mid-cap
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,strategyUrl,null,"""https://www.antin-ip.com/who-we-are/strategies/mid-cap""",HIGH,
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,structure,null,"""Closed-End""",HIGH,https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,vintage,null,"""2026""",HIGH,https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf; https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",fundName,null,"""ArcLight Energy Partners Fund V, L.P.""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",fundStatus,null,"""Financial Close""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",investmentStrategy,null,"""North American value-added energy infrastructure investments across power and midstream assets.""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",legacyId,null,"""FUND-152""",HIGH,
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",managerName,null,"""ArcLight Capital Partners""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",regions,null,"[""North America""]",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",sectors,null,"[""Midstream"",""Power & ET""]",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",size,null,"""$3.3B investor commitments""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",sizeAsOf,null,"""2011-11-02""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",sizeBasis,null,"""COMMITMENTS""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",sizeNativeAmount,null,"""3300000000""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",sizeNativeCurrency,null,"""USD""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",sizeUsdMm,null,3300,HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",sourceUrls,null,"[""https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html""]",HIGH,
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",strategies,null,"[""Value-Add""]",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",strategyUrl,null,"""https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html""",HIGH,
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",structure,null,"""Closed-End""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",vintage,null,"""2011""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",fundName,null,"""ArcLight Energy Partners Fund VI, L.P.""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",fundStatus,null,"""Financial Close""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",investmentStrategy,null,"""North American value-added energy infrastructure investments across power and midstream assets.""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",legacyId,null,"""FUND-153""",HIGH,
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",managerName,null,"""ArcLight Capital Partners""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",regions,null,"[""North America""]",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",sectors,null,"[""Midstream"",""Power & ET""]",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",size,null,"""$5.575B commitments""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",sizeAsOf,null,"""2015-07-29""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",sizeBasis,null,"""COMMITMENTS""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",sizeNativeAmount,null,"""5575000000""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",sizeNativeCurrency,null,"""USD""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",sizeUsdMm,null,5575,HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",sourceUrls,null,"[""https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html""]",HIGH,
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",strategies,null,"[""Value-Add""]",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",strategyUrl,null,"""https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html""",HIGH,
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",structure,null,"""Closed-End""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",vintage,null,"""2015""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",fundName,null,"""ArcLight Energy Partners Fund VII, L.P.""",HIGH,https://arclight.com/portfolio-services/; https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",fundStatus,null,"""Financial Close""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",investmentStrategy,null,"""Value-added direct investments in power, renewable and midstream infrastructure.""",HIGH,https://arclight.com/portfolio-services/; https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",legacyId,null,"""FUND-154""",HIGH,
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",managerName,null,"""ArcLight Capital Partners""",HIGH,https://arclight.com/portfolio-services/; https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",regions,null,"[""North America""]",HIGH,https://arclight.com/portfolio-services/; https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",sectors,null,"[""Midstream"",""Power & ET"",""Utilities""]",HIGH,https://arclight.com/portfolio-services/; https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",size,null,"""Approximately $3.4B commitments""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",sizeAsOf,null,"""2020-02-03""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",sizeBasis,null,"""COMMITMENTS""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",sizeNativeAmount,null,"""3400000000""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",sizeNativeCurrency,null,"""USD""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",sizeUsdMm,null,3400,HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",sourceUrls,null,"[""https://arclight.com/portfolio-services/"",""https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html""]",HIGH,
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",strategies,null,"[""Value-Add""]",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",strategyUrl,null,"""https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html""",HIGH,
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",structure,null,"""Closed-End""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-154,ArcLight Capital Partners,"ArcLight Energy Partners Fund VII, L.P.",vintage,null,"""2020""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-seventh-fund-with-3-4-billion-in-commitments-300997414.html
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",fundName,null,"""Ares Climate Infrastructure Partners, L.P.""",HIGH,https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital; https://www.sec.gov/Archives/edgar/data/1810559/000156761921012462/xslFormDX01/primary_doc.xml
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",fundStatus,null,"""Financial Close""",HIGH,https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",investmentStrategy,null,"""Value-add climate infrastructure strategy directly originating flexible-capital investments in renewable energy, energy efficiency, storage, electric-vehicle infrastructure, transmission and other energy-transition assets and companies.""",HIGH,https://www.areswms.com.au/wp-content/uploads/Ares_Sustainability_Report-vF-2021F.pdf; https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",legacyId,null,"""FUND-155""",HIGH,
2026-08-02-lineage-additions,a900f47c3985e59719c9b664d3ee368af3a024e100f8fb9221b8b9cfe1ff29c4,CREATE,FUND-155,Ares Management,"Ares Climate Infrastructure Partners, L.P.",managerName,null,"""Ares Management""",HIGH,https://www.businesswire.com/news/home/20211215006088/en/Ares-Management-Corporation-Raises-%242.2-Billion-of-Climate-Infrastructure-Capital; https://www.sec.gov/Archives/edgar/data/1810559/000156761921012462/xslFormDX01/primary_doc.xml
