"changeId","action","requestedManager","canonicalManager","legacyId","baselineFundName","proposedFundName","confidence","vehicleType","lifecycle","northAmericaBasis","additionSizeGateBasis","additionSizeGateRationale","field","before","after","rationale","reviewReasons","evidenceUrls"
"ADD-001","CREATE","Antin Infrastructure Partners","Antin Infrastructure Partners","—","—","Antin Mid Cap Fund II","MEDIUM","NAMED_FUND","RAISING","EXPLICIT_NA_MANDATE","NATIVE_EUR_GBP_BILLION_SCALE_INDICATION","€2.5B target; disclosed EUR amount is at least 1B (no USD conversion asserted)","sizeUsdFxRate","—","—","No repository row matches this actively raising second Mid Cap vintage, while the canonical Antin manager already exists in the repository universe.","CREATE | MEDIUM_CONFIDENCE","https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf | https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf | https://www.antin-ip.com/wp-content/uploads/2026/06/Antin-IP-SA-2025-URD.pdf | https://www.antin-ip.com/who-we-are/strategies/mid-cap | https://www.antin-ip.com/regulatory-disclosures"
"ADD-001","CREATE","Antin Infrastructure Partners","Antin Infrastructure Partners","—","—","Antin Mid Cap Fund II","MEDIUM","NAMED_FUND","RAISING","EXPLICIT_NA_MANDATE","NATIVE_EUR_GBP_BILLION_SCALE_INDICATION","€2.5B target; disclosed EUR amount is at least 1B (no USD conversion asserted)","sizeUsdFxDate","—","—","No repository row matches this actively raising second Mid Cap vintage, while the canonical Antin manager already exists in the repository universe.","CREATE | MEDIUM_CONFIDENCE","https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf | https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf | https://www.antin-ip.com/wp-content/uploads/2026/06/Antin-IP-SA-2025-URD.pdf | https://www.antin-ip.com/who-we-are/strategies/mid-cap | https://www.antin-ip.com/regulatory-disclosures"
"ADD-001","CREATE","Antin Infrastructure Partners","Antin Infrastructure Partners","—","—","Antin Mid Cap Fund II","MEDIUM","NAMED_FUND","RAISING","EXPLICIT_NA_MANDATE","NATIVE_EUR_GBP_BILLION_SCALE_INDICATION","€2.5B target; disclosed EUR amount is at least 1B (no USD conversion asserted)","vintage","—","2026","No repository row matches this actively raising second Mid Cap vintage, while the canonical Antin manager already exists in the repository universe.","CREATE | MEDIUM_CONFIDENCE","https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf | https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf | https://www.antin-ip.com/wp-content/uploads/2026/06/Antin-IP-SA-2025-URD.pdf | https://www.antin-ip.com/who-we-are/strategies/mid-cap | https://www.antin-ip.com/regulatory-disclosures"
"ADD-001","CREATE","Antin Infrastructure Partners","Antin Infrastructure Partners","—","—","Antin Mid Cap Fund II","MEDIUM","NAMED_FUND","RAISING","EXPLICIT_NA_MANDATE","NATIVE_EUR_GBP_BILLION_SCALE_INDICATION","€2.5B target; disclosed EUR amount is at least 1B (no USD conversion asserted)","strategies","—","Value-Add","No repository row matches this actively raising second Mid Cap vintage, while the canonical Antin manager already exists in the repository universe.","CREATE | MEDIUM_CONFIDENCE","https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf | https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf | https://www.antin-ip.com/wp-content/uploads/2026/06/Antin-IP-SA-2025-URD.pdf | https://www.antin-ip.com/who-we-are/strategies/mid-cap | https://www.antin-ip.com/regulatory-disclosures"
"ADD-001","CREATE","Antin Infrastructure Partners","Antin Infrastructure Partners","—","—","Antin Mid Cap Fund II","MEDIUM","NAMED_FUND","RAISING","EXPLICIT_NA_MANDATE","NATIVE_EUR_GBP_BILLION_SCALE_INDICATION","€2.5B target; disclosed EUR amount is at least 1B (no USD conversion asserted)","structure","—","Closed-End","No repository row matches this actively raising second Mid Cap vintage, while the canonical Antin manager already exists in the repository universe.","CREATE | MEDIUM_CONFIDENCE","https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf | https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf | https://www.antin-ip.com/wp-content/uploads/2026/06/Antin-IP-SA-2025-URD.pdf | https://www.antin-ip.com/who-we-are/strategies/mid-cap | https://www.antin-ip.com/regulatory-disclosures"
"ADD-001","CREATE","Antin Infrastructure Partners","Antin Infrastructure Partners","—","—","Antin Mid Cap Fund II","MEDIUM","NAMED_FUND","RAISING","EXPLICIT_NA_MANDATE","NATIVE_EUR_GBP_BILLION_SCALE_INDICATION","€2.5B target; disclosed EUR amount is at least 1B (no USD conversion asserted)","fundStatus","—","Raising","No repository row matches this actively raising second Mid Cap vintage, while the canonical Antin manager already exists in the repository universe.","CREATE | MEDIUM_CONFIDENCE","https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf | https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf | https://www.antin-ip.com/wp-content/uploads/2026/06/Antin-IP-SA-2025-URD.pdf | https://www.antin-ip.com/who-we-are/strategies/mid-cap | https://www.antin-ip.com/regulatory-disclosures"
"ADD-001","CREATE","Antin Infrastructure Partners","Antin Infrastructure Partners","—","—","Antin Mid Cap Fund II","MEDIUM","NAMED_FUND","RAISING","EXPLICIT_NA_MANDATE","NATIVE_EUR_GBP_BILLION_SCALE_INDICATION","€2.5B target; disclosed EUR amount is at least 1B (no USD conversion asserted)","sectors","—","Power & ET | Digital | Transportation | Social Infra","No repository row matches this actively raising second Mid Cap vintage, while the canonical Antin manager already exists in the repository universe.","CREATE | MEDIUM_CONFIDENCE","https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf | https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf | https://www.antin-ip.com/wp-content/uploads/2026/06/Antin-IP-SA-2025-URD.pdf | https://www.antin-ip.com/who-we-are/strategies/mid-cap | https://www.antin-ip.com/regulatory-disclosures"
"ADD-001","CREATE","Antin Infrastructure Partners","Antin Infrastructure Partners","—","—","Antin Mid Cap Fund II","MEDIUM","NAMED_FUND","RAISING","EXPLICIT_NA_MANDATE","NATIVE_EUR_GBP_BILLION_SCALE_INDICATION","€2.5B target; disclosed EUR amount is at least 1B (no USD conversion asserted)","regions","—","Europe | North America","No repository row matches this actively raising second Mid Cap vintage, while the canonical Antin manager already exists in the repository universe.","CREATE | MEDIUM_CONFIDENCE","https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf | https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf | https://www.antin-ip.com/wp-content/uploads/2026/06/Antin-IP-SA-2025-URD.pdf | https://www.antin-ip.com/who-we-are/strategies/mid-cap | https://www.antin-ip.com/regulatory-disclosures"
"ADD-001","CREATE","Antin Infrastructure Partners","Antin Infrastructure Partners","—","—","Antin Mid Cap Fund II","MEDIUM","NAMED_FUND","RAISING","EXPLICIT_NA_MANDATE","NATIVE_EUR_GBP_BILLION_SCALE_INDICATION","€2.5B target; disclosed EUR amount is at least 1B (no USD conversion asserted)","sourceUrls","—","https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf | https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf | https://www.antin-ip.com/wp-content/uploads/2026/06/Antin-IP-SA-2025-URD.pdf | https://www.antin-ip.com/regulatory-disclosures | https://www.antin-ip.com/who-we-are/strategies/mid-cap","No repository row matches this actively raising second Mid Cap vintage, while the canonical Antin manager already exists in the repository universe.","CREATE | MEDIUM_CONFIDENCE","https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf | https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf | https://www.antin-ip.com/wp-content/uploads/2026/06/Antin-IP-SA-2025-URD.pdf | https://www.antin-ip.com/who-we-are/strategies/mid-cap | https://www.antin-ip.com/regulatory-disclosures"
"ADD-001","CREATE","Antin Infrastructure Partners","Antin Infrastructure Partners","—","—","Antin Mid Cap Fund II","MEDIUM","NAMED_FUND","RAISING","EXPLICIT_NA_MANDATE","NATIVE_EUR_GBP_BILLION_SCALE_INDICATION","€2.5B target; disclosed EUR amount is at least 1B (no USD conversion asserted)","strategyUrl","—","https://www.antin-ip.com/who-we-are/strategies/mid-cap","No repository row matches this actively raising second Mid Cap vintage, while the canonical Antin manager already exists in the repository universe.","CREATE | MEDIUM_CONFIDENCE","https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf | https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf | https://www.antin-ip.com/wp-content/uploads/2026/06/Antin-IP-SA-2025-URD.pdf | https://www.antin-ip.com/who-we-are/strategies/mid-cap | https://www.antin-ip.com/regulatory-disclosures"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","managerName","—","ArcLight Capital Partners","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","fundName","—","ArcLight Energy Partners Fund V, L.P.","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","ticker","—","—","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","investmentStrategy","—","North American value-added energy infrastructure investments across power and midstream assets.","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","size","—","$3.3B investor commitments","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","sizeUsdMm","—","3300","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","sizeNativeCurrency","—","USD","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","sizeNativeAmount","—","3300000000","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","sizeBasis","—","COMMITMENTS","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","sizeAsOf","—","2011-11-02","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","sizeUsdFxRate","—","—","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","sizeUsdFxDate","—","—","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","vintage","—","2011","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","strategies","—","Value-Add","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","structure","—","Closed-End","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","fundStatus","—","Financial Close","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
"ADD-002","CREATE","ArcLight Capital","ArcLight Capital Partners","—","—","ArcLight Energy Partners Fund V, L.P.","HIGH","NAMED_FUND","CLOSED_ACTIVE","EXPLICIT_NA_MANDATE","DISCLOSED_USD_EQUIVALENT","$3.3B investor commitments; structured USD size is at least $1B","sectors","—","Power & ET | Midstream","The supplied repository contains only Fund VIII; no Fund V row exists.","CREATE","https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html | https://reports.adviserinfo.sec.gov/reports/ADV/161228/PDF/161228.pdf"
