runId,proposalHash,action,legacyId,managerName,fundName,field,before,after,confidence,evidenceUrls
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-100,DigitalBridge,InfraBridge GIF III,(verification),null,null,MEDIUM,https://www.infrabridge.com/; https://www.infrabridge.com/news/2023-02-03-digitalbridge-completes-acquisition-of-amp-capital-global-infrastructure-equity-investment-management-business
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-101,InfraRed Capital Partners,InfraRed Fund VII,(verification),null,null,MEDIUM,https://www.ircp.com/who-we-are/
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-106,KKR,KKR Global Climate Transition Fund,(verification),null,null,MEDIUM,https://www.sec.gov/Archives/edgar/data/2015282/000201528325000005/xslFormDX01/primary_doc.xml
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-107,KKR,KKR Global Infrastructure Investors V,(verification),null,null,MEDIUM,https://www.sec.gov/Archives/edgar/data/2022923/000202292324000002/xslFormDX01/primary_doc.xml; https://www.sec.gov/Archives/edgar/data/2022923/000202292325000001/xslFormDX01/primary_doc.xml
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-116,Macquarie Asset Management,Macquarie Infrastructure Partners VII,(verification),null,null,MEDIUM,https://www.sec.gov/Archives/edgar/data/2123130/000212313026000001/xslFormDX01/primary_doc.xml
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-122,Morrison & Co,Morrison MVA II,(verification),null,null,MEDIUM,https://morrisonglobal.com/sites/mn/assets/Form-21-3_Explanatory-Document_B.pdf
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-124,Northampton Capital,Northampton Flagship Fund Complex,(verification),null,null,MEDIUM,https://www.sec.gov/Archives/edgar/data/2043228/000204322825000002/xslFormDX01/primary_doc.xml; https://www.sec.gov/Archives/edgar/data/2043231/000204323125000002/xslFormDX01/primary_doc.xml
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-130,QIC,QIC QGIF II,(verification),null,null,MEDIUM,https://www.cefc.com.au/media/media-release/cefc-backs-new-qic-infrastructure-investment-to-accelerate-energy-transition/
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-133,Sandbrook Capital,Sandbrook Climate Infrastructure Fund II,(verification),null,null,MEDIUM,https://www.sec.gov/Archives/edgar/data/2075494/000206508925000001/xslFormDX01/primary_doc.xml
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-134,SDC Capital Partners,SDC Digital Infrastructure Opportunity Fund IV,(verification),null,null,MEDIUM,https://www.sec.gov/Archives/edgar/data/2005226/000200522624000001/xslFormDX01/primary_doc.xml
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-135,Searchlight Capital Partners,Searchlight Fiber Alliance,(verification),null,null,MEDIUM,https://searchlightcap.com/news/mainstream-fiber-networks-plans-rapid-expansion-with-strategic-investment-from-searchlight-capital-partners/; https://www.gic.com.sg/thinkspace/emerging-markets/infrastructure-a-resilient-strategy-in-uncertain-times/
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-137,Stonepeak,Stonepeak Fund V,(verification),null,null,MEDIUM,https://www.sec.gov/Archives/edgar/data/2003495/000200349525000001/xslFormDX01/primary_doc.xml
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-138,Stonepeak,Stonepeak Global Renewables Fund II,(verification),null,null,MEDIUM,https://www.sec.gov/Archives/edgar/data/2030457/000203045726000001/xslFormDX01/primary_doc.xml
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-139,Stonepeak,Stonepeak Opportunities Fund II,(verification),null,null,MEDIUM,https://www.sec.gov/Archives/edgar/data/2098508/000209850825000001/xslFormDX01/primary_doc.xml
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-140,Swiss Life Asset Managers,SwissLife GIO Growth II,(verification),null,null,MEDIUM,https://www.swisslife-am.com/en/home/media/news/switzerland/institutional/2023/0502-infrastructure-fund.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-141,Swiss Life Asset Managers,SwissLife GIO IV,(verification),null,null,MEDIUM,https://www.swisslife-am.com/en/home/media/news/corporate/company-news/2024/0704-gio-4.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-142,Tallvine,Tallvine Middle Market Infrastructure Fund I,(verification),null,null,MEDIUM,https://www.sec.gov/Archives/edgar/data/2017078/000201707825000003/xslFormDX01/primary_doc.xml
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-144,Tiger Infrastructure Partners,Tiger Infrastructure Fund IV,(verification),null,null,MEDIUM,https://www.sec.gov/Archives/edgar/data/1995540/000199554025000003/xslFormDX01/primary_doc.xml
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-146,TPG,TPG Rise Climate II,(verification),null,null,MEDIUM,https://www.sec.gov/Archives/edgar/data/1880661/000188066126000033/tpg-20260331.htm; https://www.sec.gov/Archives/edgar/data/2014691/000201469126000001/xslFormDX01/primary_doc.xml; https://www.tpg.com/platforms/impact/rise-climate
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,VERIFY_NO_CHANGE,FUND-150,Partners Group,Partners Group Direct Infrastructure Fund IV,(verification),null,null,MEDIUM,https://irei.com/news/imrf-commits-up-to-25m-to-partners-group-direct-infrastructure-fund-iv/; https://www.partnersgroup.com/~/media/Files/P/Partnersgroup/Universal/in-the-media/20240301-infrastructure-investor-esther-peiner-feb24.pdf; https://www.partnersgroup.com/news-and-views/press-releases/corporate-news/detail?news_id=35550643-444b-49c8-9f72-1502c2e822a6; https://www.partnersgroup.com/news-and-views/press-releases/corporate-news/detail?news_id=b968937c-2e81-4691-984d-d8fdd68a0ad7; https://www.sec.gov/Archives/edgar/data/1971296/000197129625000002/xslFormDX01/primary_doc.xml
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,fundName,null,"""Antin Mid Cap Fund II""",HIGH,https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf; https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,fundStatus,null,"""Raising""",HIGH,https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf; https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,investmentStrategy,null,"""Second dedicated mid cap infrastructure fund pursuing Antin's established-company strategy across Europe and North America through smaller and medium-sized equity investments in energy and environment, digital, transportation, and social infrastructure.""",HIGH,https://www.antin-ip.com/who-we-are/strategies/mid-cap
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,legacyId,null,"""FUND-151""",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,managerName,null,"""Antin Infrastructure Partners""",HIGH,https://www.antin-ip.com/who-we-are/strategies/mid-cap; https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf; https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,regions,null,"[""Europe"",""North America""]",HIGH,https://www.antin-ip.com/who-we-are/strategies/mid-cap
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,sectors,null,"[""Digital"",""Power & ET"",""Social Infra"",""Transportation""]",HIGH,https://www.antin-ip.com/who-we-are/strategies/mid-cap
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,size,null,"""€2.5B target""",HIGH,https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,sizeAsOf,null,"""2026-03-12""",HIGH,https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,sizeBasis,null,"""TARGET""",HIGH,https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,sizeNativeAmount,null,"""2500000000""",HIGH,https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,sizeNativeCurrency,null,"""EUR""",HIGH,https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,sourceUrls,null,"[""https://www.antin-ip.com/who-we-are/strategies/mid-cap"",""https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf"",""https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf""]",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,strategies,null,"[""Value-Add""]",HIGH,https://www.antin-ip.com/who-we-are/strategies/mid-cap
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,strategyUrl,null,"""https://www.antin-ip.com/who-we-are/strategies/mid-cap""",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,structure,null,"""Closed-End""",HIGH,https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-151,Antin Infrastructure Partners,Antin Mid Cap Fund II,vintage,null,"""2026""",HIGH,https://www.antin-ip.com/wp-content/uploads/2025/12/Antin-FY25-Results-Transcript-1.pdf; https://www.antin-ip.com/wp-content/uploads/2026/05/Antin-1Q26-Activity-Update-PR-VF.pdf
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",fundName,null,"""ArcLight Energy Partners Fund V, L.P.""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",fundStatus,null,"""Financial Close""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",investmentStrategy,null,"""North American value-added energy infrastructure investments across power and midstream assets.""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",legacyId,null,"""FUND-152""",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",managerName,null,"""ArcLight Capital Partners""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",regions,null,"[""North America""]",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",sectors,null,"[""Midstream"",""Power & ET""]",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",size,null,"""$3.3B investor commitments""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",sizeAsOf,null,"""2011-11-02""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",sizeBasis,null,"""COMMITMENTS""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",sizeNativeAmount,null,"""3300000000""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",sizeNativeCurrency,null,"""USD""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",sizeUsdMm,null,3300,HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",sourceUrls,null,"[""https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html""]",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",strategies,null,"[""Value-Add""]",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",strategyUrl,null,"""https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html""",HIGH,
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",structure,null,"""Closed-End""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-152,ArcLight Capital Partners,"ArcLight Energy Partners Fund V, L.P.",vintage,null,"""2011""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-fund-v-at-33-billion-in-commitments-133075573.html
2026-08-03-lineage-production-v2,161c1a51044fe6a7e4f7f342b273709bf195dbbb9d61bc95322b7bcf824d8693,CREATE,FUND-153,ArcLight Capital Partners,"ArcLight Energy Partners Fund VI, L.P.",fundName,null,"""ArcLight Energy Partners Fund VI, L.P.""",HIGH,https://www.prnewswire.com/news-releases/arclight-closes-sixth-fund-with-56-billion-in-commitments-300120201.html
